Date,Open,High,Low,Close,Volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_em,volume_sma_em,volume_vpt,volume_vwap,volume_mfi,volume_nvi,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_atr,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_stc,trend_adx,trend_adx_pos,trend_adx_neg,trend_cci,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,momentum_pvo,momentum_pvo_signal,momentum_pvo_hist,momentum_kama,others_dr,others_dlr,others_cr
2020-09-04,165.89999389648438,169.0749969482422,155.55650329589844,164.7310028076172,175636000,62759258.77365263,175636000,0.3573257121185442,0.0,0.0,0.0,0.0,163.12083435058594,50.0,1000.0,164.7310028076172,164.7310028076172,164.7310028076172,0.0,0.0,0.0,0.0,163.12083435058594,176.6393280029297,149.6023406982422,16.574821611431013,0.5595542853530907,0.0,0.0,155.55650329589844,169.0749969482422,162.3157501220703,8.206405243663491,0.6786628560592721,0.0,0.0,0.0,0.0,0.0,164.7310028076172,164.7310028076172,164.7310028076172,164.7310028076172,0.0,0.0,0.0,4.391475697272478,1.0,-5.896988298028589,37.1267345740518,37.1267345740518,0.0,162.3157501220703,162.3157501220703,162.3157501220703,162.3157501220703,0.0,0.0,0.0,0.0,0.0,158.13260900945778,157.06044310003637,0.0,0.0,0.0,155.55650329589844,169.0749969482422,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,67.86628560592722,67.86628560592722,-32.13371439407279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.7310028076172,0.0,0.0,0.0
2020-09-08,157.1999969482422,162.54249572753906,156.5,157.49200439453125,121884000,-19105031.134706184,53752000,-0.06421427512337384,-882318082.5805664,-13.853966030308108,-13.853966030308108,-5356114.316932744,161.3690996671114,0.0,956.0556404701787,161.11150360107422,168.35050201416016,153.87250518798828,8.986320965646641,0.25,0.0,0.0,160.9828338623047,170.7633285522461,151.20233917236328,12.150978405942425,0.32154126256192717,0.0,0.0,155.55650329589844,169.0749969482422,162.3157501220703,8.390768722397805,0.14317431722855065,0.0,0.0,-0.5774699588786802,-0.11549399177573605,-0.4619759671029442,161.11150360107422,161.11150360107422,163.6173107440655,164.19478070294417,0.3212024905726563,0.5781741646935017,-0.2569716741208454,-0.00858288272066823,1.9095151969275426,-2.27748909148562,14.338799522995943,25.732767048523872,-11.393967525527929,162.3157501220703,162.3157501220703,162.3157501220703,162.3157501220703,0.0,0.0,0.0,0.0,-66.66666666666667,158.13260900945778,157.06044310003637,0.0,0.0,0.0,155.55650329589844,169.0749969482422,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,4.561045338945891,14.317431722855066,41.09185866439114,-85.68256827714494,0.0,0.0,-0.3516981212231222,-0.07033962424462445,-0.2813584969784978,-2.4979898983387585,-0.4995979796677517,-1.9983919186710069,161.92339600797018,-4.394435952982134,-4.493916629572858,-4.394435952982134
2020-09-09,160.14950561523438,165.15899658203125,159.25,163.4304962158203,103774000,23957003.808948077,157526000,0.05969938202153054,-668235349.3172781,15.278699484775627,0.7123667272337597,-1443147.0991261583,161.6908128242479,46.57019492273645,992.1052712019505,161.8845011393229,168.1865325765831,155.58246970206272,7.785836683446869,0.622658470676364,0.0,0.0,161.52627733018664,170.01627265082467,153.03628200954861,10.512215672850633,0.6121448725068652,0.0,0.0,155.55650329589844,169.0749969482422,162.3157501220703,8.35070285123176,0.5824608216283574,0.0,0.0,-0.549596989818923,-0.20231459138437347,-0.34728239843454956,161.8845011393229,161.8845011393229,163.5885700474124,164.1381670372313,0.5318442048324575,0.5394081144742896,-0.007563909641832067,-0.015490453166883137,2.757562579913855,-3.0504866297343085,19.205499773791615,23.557011290279785,-4.35151151648817,162.3157501220703,162.3157501220703,162.3157501220703,162.3157501220703,0.0,0.0,0.0,0.0,40.533643571618164,158.13260900945778,157.06044310003637,0.0,0.0,0.0,155.55650329589844,169.0749969482422,1.0,0.0,46.905966218103764,0.0,0.0,0.0,-98.19347274038167,23.55990308319315,58.24608216283574,46.80993316387268,-41.75391783716426,0.0,0.0,-0.3348380207598263,-0.12323930354766484,-0.2115987172121615,-5.427231223613787,-1.4851246284569588,-3.942106595156828,162.35171654266932,3.770662418145765,3.701310913137501,-0.7894728798049533
2020-09-10,165.36099243164062,167.4945068359375,158.52749633789062,158.7554931640625,106614000,-77235422.60623616,50912000,-0.15206577294753412,-643976124.4662538,6.783277544253751,2.7360036662404235,-4492888.652268793,161.67017591049895,31.563515604401957,992.1052712019505,161.1022491455078,167.19566512992034,155.00883316109528,7.564656628609756,0.3074351080372232,0.0,0.0,161.5428326924642,170.15208180745444,152.93358357747397,10.658781911271817,0.33811947527755654,0.0,0.0,155.55650329589844,169.0749969482422,162.3157501220703,8.391250726818733,0.23663804196183072,0.0,0.0,-0.8944306963673796,-0.3407378123809747,-0.5536928839864048,161.1022491455078,161.1022491455078,162.84501975766625,163.73945045403363,0.6223897346890341,0.586163153980062,0.03622658070897211,-0.026494412823371262,3.6075438726892606,-2.268234635919214,14.280534575182468,21.237892111505456,-6.957357536322988,162.3157501220703,162.3157501220703,162.3157501220703,162.3157501220703,0.0,0.0,0.0,0.0,2.4544650051469126,158.13260900945778,157.06044310003637,0.0,0.0,0.0,155.82687316894533,169.0749969482422,0.0,0.0,33.56021026229217,0.0,0.0,0.0,-96.76638295158858,18.649923017323392,23.663804196183072,32.07577269395796,-76.33619580381693,0.0,0.0,-0.5462524113078491,-0.20784192509970167,-0.3384104862081474,-7.669972664506128,-2.722094235666793,-4.947878428839335,161.28146760393278,-2.860545100214451,-2.902256057701802,-3.627434752238623
2020-09-11,160.4344940185547,160.86700439453125,154.19900512695312,155.81100463867188,101880000,-129856115.97960055,-50968000,-0.21295288851141797,-594834462.5377599,-35.8532379512263,-6.911306738126257,-6382489.351986219,160.8830595341801,24.296449662609845,973.704379813488,160.04400024414062,166.9448716734018,153.14312881487945,8.623717751036182,0.19329992241849803,0.0,0.0,160.62606709798177,168.8470662434896,152.40506795247398,10.236195524220863,0.20714858534312064,0.0,0.0,154.19900512695312,169.0749969482422,161.63700103759766,9.294938765962074,0.10836248978113945,0.0,0.0,-1.3892945859009558,-0.5504491670849709,-0.8388454188159848,160.04400024414062,160.04400024414062,161.7628635855133,163.15215817141424,0.582200477900894,0.7945239534698619,-0.2123234755689679,-0.043217341113329345,4.430980681412918,-1.2099857345520206,7.617925784271989,18.513898846058762,-10.895973061786773,161.63700103759766,161.63700103759766,161.63700103759766,161.63700103759766,0.0,0.0,0.0,0.0,-112.17765179401441,158.13260900945778,157.06044310003637,0.0,16.0,-16.0,155.82687316894533,169.0749969482422,0.0,1.0,28.13124883825462,0.0,0.0,0.0,-95.63338399273137,19.46770443303037,10.836248978113945,30.915378445710925,-89.16375102188606,0.0,0.0,-0.8515330728517283,-0.33658015465010704,-0.5149529182016213,-9.72381145740216,-4.122437680013867,-5.601373777388293,159.61339647055044,-1.8547317429499666,-1.8721475729305936,-5.41488731138402
2020-09-14,158.64700317382812,159.3695068359375,154.8000030517578,155.14849853515625,90592000,-206630027.92315358,-141560000,-0.2950255974230469,-518432075.45089245,-2.2609935033528488,-5.981244091171575,-6767685.205570951,160.30827757347382,20.178955017667775,969.5642030901411,159.22808329264322,166.5081541373633,151.94801244792313,9.144204582730723,0.21981146581521852,0.0,0.0,159.92827860514322,167.5406951904297,152.31586201985678,9.519788059597913,0.18605369816297818,0.0,0.0,154.19900512695312,169.0749969482422,161.63700103759766,9.342567914950449,0.06382723381470962,0.0,0.0,-1.8140255322729502,-0.8031644401225668,-1.0108610921503833,159.22808329264322,159.22808329264322,160.74526896238143,162.55929449465438,0.6327866069775723,0.8436245564985076,-0.21083794952093537,-0.06377024470350394,5.20844130113726,-0.394068783054621,2.4810100296926074,15.841750709997738,-13.360740680305131,161.63700103759766,161.63700103759766,161.63700103759766,161.63700103759766,0.0,0.0,0.0,0.0,-92.52450343988933,158.13260900945778,157.06044310003637,0.0,16.0,-16.0,155.82687316894533,168.7774771118164,0.0,0.0,27.07016973343687,0.0,0.0,0.0,-94.71450995672917,18.37727501120862,6.382723381470962,13.627592185255992,-93.61727661852903,-0.4074747721354015,0.0,-1.115916218701726,-0.49244736746043083,-0.6234688512412951,-12.001233346250642,-5.698196813261222,-6.303036532989419,158.16576049534302,-0.42519853142080066,-0.4261050710177017,-5.8170618214787195
2020-09-15,156.80799865722656,158.75100708007812,155.4459991455078,157.80650329589844,80430000,-172170531.3927307,-61130000,-0.22050246717220673,-413829875.6855515,0.056493606179374586,-4.974954474946417,-5389758.091064898,160.00195378796454,30.66997707126174,986.1747812909662,159.0250004359654,165.83806932352576,152.21193154840506,8.56855069188164,0.41057648468139174,0.0,0.0,159.5577392578125,166.55481175013952,152.56066676548548,8.770583645612064,0.37485938127449264,0.0,0.0,154.19900512695312,169.0749969482422,161.63700103759766,9.35449884012368,0.24250471580541033,0.0,0.0,-1.9140847198012239,-1.0253484960582981,-0.8887362237429257,159.0250004359654,159.0250004359654,160.2931511675379,162.20723588733912,0.6641897377794393,0.8602402025655551,-0.19605046478611576,-0.08274907202540195,5.936143594842172,-0.19098592637681122,1.2024246000863597,13.750418408581826,-12.547993808495466,161.63700103759766,161.63700103759766,161.63700103759766,161.63700103759766,0.0,0.0,0.0,0.0,-59.94895680019565,158.13260900945778,157.06044310003637,0.0,16.0,-16.0,155.82687316894533,168.48590767211914,0.0,0.0,37.2900490062905,0.0,0.0,0.0,-93.12364508613996,22.127425706468014,24.25047158054103,13.82314798004198,-75.74952841945897,-0.43775612967354505,0.0,-1.1800242506632994,-0.6299627441010046,-0.5500615065622948,-14.437822925735697,-7.446122035756117,-6.99170088997958,158.06810624153914,1.7132004407634627,1.6986906487693076,-4.203519309480319
2020-09-16,158.99949645996094,159.36199951171875,153.70750427246094,153.90499877929688,90244000,-256110628.56116986,-151374000,-0.2940238246551533,-405009518.2442144,-3.5323440822565493,-4.768867275990721,-7620891.575697042,159.5519235397117,26.765020723554983,986.1747812909662,158.38500022888184,165.60195780324713,151.16804265451654,9.1131831473133,0.1896198014591377,0.0,0.0,159.0702927907308,165.89954312642416,152.24104245503744,8.586455982296787,0.12182569407089194,0.0,0.0,153.70750427246094,169.0749969482422,161.39125061035156,9.70261871614971,0.012851446296583142,0.0,0.0,-2.2818968683935736,-1.2766581705253532,-1.0052386978682204,158.38500022888184,158.38500022888184,159.3103584924239,161.59225536081746,0.666913040875399,0.8632851201812872,-0.19637207930588818,-0.10435325706788133,6.672316030425925,0.44901428070676275,-2.8269403256797765,11.678248566799127,-14.505188892478904,161.39125061035156,161.39125061035156,161.39125061035156,161.39125061035156,0.0,0.0,0.0,0.0,-89.95001391010808,158.13260900945778,157.06044310003637,0.0,28.000000000000004,-28.000000000000004,155.82687316894533,168.20016962121582,0.0,0.0,30.527724095196717,0.0,0.0,0.0,-91.85165686652208,23.801377440174985,1.2851446296583142,10.63944653055677,-98.71485537034168,-1.1605358123779297,0.0,-1.412132569904636,-0.7863967092617309,-0.6257358606429052,-15.762060693794716,-9.109309767363838,-6.652750926430878,157.00801754156606,-2.4723344317983953,-2.503409881608931,-6.5719286860431385
2020-09-17,150.46249389648438,151.47149658203125,148.62750244140625,150.43649291992188,128982000,-221008457.94566637,-280356000,-0.22100050192759704,-411061704.60274184,-14.299685049270225,-5.96021949765066,-10527716.086286532,158.34296380087602,22.76770385004896,986.1747812909662,157.50183275010852,165.9432085869125,149.06045691330453,10.719082679116532,0.08150543425740452,0.0,0.0,158.08231551558885,164.46875960738572,151.69587142379197,8.079896946052886,-0.09859778663745884,0.0,1.0,148.62750244140625,169.0749969482422,158.85124969482422,12.98238512517998,0.08847003127502244,0.0,0.0,-2.8207541830711307,-1.5854773730345086,-1.235276810036622,157.50183275010852,157.50183275010852,157.94514840434667,160.7659025874178,0.6469050385361381,0.9595903907603648,-0.31268535222422666,-0.1307481179057657,7.368544526822598,1.332181759480079,-8.387257374267712,9.448747906680588,-17.8360052809483,158.85124969482422,158.85124969482422,158.85124969482422,158.85124969482422,0.0,0.0,0.0,0.0,-171.29993431225492,158.13260900945778,157.06044310003637,0.0,32.0,-32.0,155.82687316894533,167.6204630072656,0.0,0.0,26.011606369136203,0.0,0.0,0.0,-90.84529398641371,26.4443763547828,8.847003127502244,11.460873112567198,-91.15299687249775,-2.712454054090699,0.0,-1.754572417206019,-0.9800318508505885,-0.7745405663554306,-14.231157983471604,-10.13367941058539,-4.097478572886214,155.27158668203694,-2.253666798925036,-2.279449983567261,-8.67748611012179
2020-09-18,151.58700561523438,151.88999938964844,145.27699279785156,147.74549865722656,177852000,-266083120.43441784,-458208000,-0.22589848986866146,-420709848.46076256,-5.450987487699938,-5.90363816321169,-13709116.438817007,156.8271824272016,18.920031489025533,986.1747812909662,156.5261993408203,166.44578215421802,146.6066165274226,12.674661309317042,0.057405747359946885,0.0,0.0,157.10450032552083,163.5136006673177,150.69539998372395,8.159028326390654,-0.23013380733483263,0.0,1.0,145.27699279785156,169.0749969482422,157.17599487304688,15.20384718380137,0.10372743208948812,7.076850891113281,0.0,-3.4254567020441016,-1.9534732388364273,-1.4719834632076743,156.5261993408203,156.5261993408203,156.37597152017435,159.80142822221845,0.6325555722058653,0.957452804457204,-0.3248972322513387,-0.16223001735892043,8.115453317605073,2.307815168768286,-14.52972888643425,3.7091408555154715,-18.23886974194972,156.38574981689453,157.17599487304688,156.7808723449707,157.17599487304688,0.0,0.0,0.0,0.0,-163.12024482697805,158.13260900945778,157.06044310003637,0.0,36.0,-36.0,155.82687316894533,166.48088537331404,0.0,0.0,23.15019380090041,0.0,0.0,0.0,-90.05141438359577,22.723165599911308,10.372743208948812,6.834963655369791,-89.62725679105118,-3.5234497070312614,0.0,-2.143570767891193,-1.2127396342587096,-0.9308311336324833,-9.851354145777606,-10.077214357623834,0.2258602118462285,152.85183940781678,-1.788790878106783,-1.8049831297686225,-10.311054908241724
